"sf","sm","hf","hm","r","sI"
0.0125,0.0125,0.5,0.5,0.192,0.003118903603034655576737676729642467278487524607152
0.0125,0.0125,0.5,0.5,0.194,0.003119169036901707486520209024764004170946957734694
0.0125,0.0125,0.5,0.5,0.196,0.003119429054807484228081993045835081300182747651695
0.0125,0.0125,0.5,0.5,0.198,0.003119683820829995019038051703743310706400504884134
0.0125,0.0125,0.5,0.5,0.2,0.003119933492486198189615361593942208202181772297219
0.0125,0.0125,0.5,0.5,0.202,0.00312017822105668460139179676195847202298874025069
0.0125,0.0125,0.5,0.5,0.204,0.003120418151891270226059217255563941847383816042622
0.0125,0.0125,0.5,0.5,0.206,0.003120653424696794693720125545746010295726141643664
0.0125,0.0125,0.5,0.5,0.208,0.003120884173808322919038327310849266267658206143947
0.0125,0.0125,0.5,0.5,0.21,0.003121110528444855753181481598259489861771824482123
0.0125,0.0125,0.5,0.5,0.212,0.003121332612950572184693128280468659626078645679151
0.0125,0.0125,0.5,0.5,0.214,0.003121550547022549200712996909037185793802769982134
0.0125,0.0125,0.5,0.5,0.216,0.00312176444592583537236505227499832833491187122116
0.0125,0.0125,0.5,0.5,0.218,0.003121974420696689961139207786413070309237723706182
0.0125,0.0125,0.5,0.5,0.22,0.003122180578334740331504986298446261472662578573264
0.0125,0.0125,0.5,0.5,0.222,0.003122383021984756225627510269629241231753529887666
0.0125,0.0125,0.5,0.5,0.224,0.003122581851108689582166640402460666855881444515143
0.0125,0.0125,0.5,0.5,0.226,0.003122777161648582677503238451286014890274167987377
0.0125,0.0125,0.5,0.5,0.228,0.003122969046180905086275364814007070707566484792017
0.0125,0.0125,0.5,0.5,0.23,0.003123157594062840984019384710300380997225816295038
0.0125,0.0125,0.5,0.5,0.232,0.003123342891571012363028750288169599736374004543855
0.0125,0.0125,0.5,0.5,0.234,0.00312352502203309054507553601268056252469905986276
0.0125,0.0125,0.5,0.5,0.236,0.003123704065952717717250716912218376749348697461627
0.0125,0.0125,0.5,0.5,0.238,0.003123880101128131877363696225204978301129031456023
0.0125,0.0125,0.5,0.5,0.24,0.003124053202764862360063810708361334446331833908524
0.0125,0.0125,0.5,0.5,0.242,0.003124223443582838848609962738829166162238133380349
0.0125,0.0125,0.5,0.5,0.244,0.003124390893918234300337831706181021404483899196774
0.0125,0.0125,0.5,0.5,0.246,0.003124555621820341380949092728031255963916509364822
0.0125,0.0125,0.5,0.5,0.248,0.003124717693143762681258105637338161420067053331429
0.0125,0.0125,0.5,0.5,0.25,0.003124877171636177059118596291924382344782194846907
0.0125,0.0125,0.5,0.5,0.252,0.003125034119021927798602013628159636655118489153295
0.0125,0.0125,0.5,0.5,0.254,0.003125188595081662807346739432173750698921948158859
0.0125,0.0125,0.5,0.5,0.256,0.003125340657728242689234669800341276998532105377757
0.0125,0.0125,0.5,0.5,0.258,0.003125490363079119148920945640175459808558450955944
0.0125,0.0125,0.5,0.5,0.26,0.00312563776552537373011209926684691697839364333283
0.0125,0.0125,0.5,0.5,0.262,0.003125782917797595290199701845020929215827571580018
0.0125,0.0125,0.5,0.5,0.264,0.003125925871028763805138379542494535008018319042561
0.0125,0.0125,0.5,0.5,0.266,0.003126066674814298020891219665732062053553103898692
0.0125,0.0125,0.5,0.5,0.268,0.003126205377269415066809977520268972677917603554766
0.0125,0.0125,0.5,0.5,0.27,0.00312634202508394137187227285421840036209277548201
0.0125,0.0125,0.5,0.5,0.272,0.003126476663574706030713782716434915631524452073415
0.0125,0.0125,0.5,0.5,0.274,0.003126609336735640110516816062255333312877731780184
0.0125,0.0125,0.5,0.5,0.276,0.003126740087285698233068746552073100404798558880976
0.0125,0.0125,0.5,0.5,0.278,0.003126868956714712072789158877550636852175003844352
0.0125,0.0125,0.5,0.5,0.28,0.003126995985327279148167048775087881390008449039978
0.0125,0.0125,0.5,0.5,0.282,0.003127121212284784420352234606751785586806763012933
0.0125,0.0125,0.5,0.5,0.284,0.003127244675645646720473037343344661065851716588196
0.0125,0.0125,0.5,0.5,0.286,0.003127366412403876880633447419557940128207035850251
0.0125,0.0125,0.5,0.5,0.288,0.00312748645852602961848882267812721889248548603152
0.0125,0.0125,0.5,0.5,0.29,0.003127604848986626699640209837508133931268249411253
0.0125,0.0125,0.5,0.5,0.292,0.003127721617802124655323906977400719503375188314344
0.0125,0.0125,0.5,0.5,0.294,0.003127836798063496346038587995161515691600245668667
0.0125,0.0125,0.5,0.5,0.296,0.003127950421967491917290054609880897680547810132744
0.0125,0.0125,0.5,0.5,0.298,0.00312806252084664117528204459816710871352546952602
0.0125,0.0125,0.5,0.5,0.3,0.003128173125198056103071179837060001254962182651004
0.0125,0.0125,0.5,0.5,0.302,0.003128282264711089127463152379849638814344144940845
0.0125,0.0125,0.5,0.5,0.304,0.003128389968293899820794478822768278546778050652478
0.0125,0.0125,0.5,0.5,0.306,0.003128496264098979967690000632435030338137380234458
0.0125,0.0125,0.5,0.5,0.308,0.00312860117954768433374014731802881227987082111316
0.0125,0.0125,0.5,0.5,0.31,0.003128704741353812030425686795871762744424025315573
0.0125,0.0125,0.5,0.5,0.312,0.003128806975546281068884698889289785877851071655112
0.0125,0.0125,0.5,0.5,0.314,0.003128907907490936525295922545465131824018336805888
0.0125,0.0125,0.5,0.5,0.316,0.003129007561911530694397907978941842527433775883433
0.0125,0.0125,0.5,0.5,0.318,0.003129105962909911677205272309489378059727836664641
0.0125,0.0125,0.5,0.5,0.32,0.003129203133985455027086509681102648064681457190075
0.0125,0.0125,0.5,0.5,0.322,0.003129299098053771358291133502391131284907010120086
0.0125,0.0125,0.5,0.5,0.324,0.003129393877464721196473914270772460175592507618691
0.0125,0.0125,0.5,0.5,0.326,0.00312948749401976681590102468260540363124942897917
0.0125,0.0125,0.5,0.5,0.328,0.003129579968988689357370327164351631769608585042779
0.0125,0.0125,0.5,0.5,0.33,0.003129671323125698149333493408295645264856438689387
0.0125,0.0125,0.5,0.5,0.332,0.003129761576684957857506799751085036818287769418515
0.0125,0.0125,0.5,0.5,0.334,0.00312985074943555786094969696024675502532351462053
0.0125,0.0125,0.5,0.5,0.336,0.003129938860675947091016337934719978668842343219718
0.0125,0.0125,0.5,0.5,0.338,0.003130025929247856469856540747808859423311300099756
0.0125,0.0125,0.5,0.5,0.34,0.00313011197354973004362209603051005908951237644719
0.0125,0.0125,0.5,0.5,0.342,0.003130197011549684918818727879843143414717600535925
0.0125,0.0125,0.5,0.5,0.344,0.003130281060798019175147805384747892365721722624334
0.0125,0.0125,0.5,0.5,0.346,0.003130364138439286041721996111367550264421023003872
0.0125,0.0125,0.5,0.5,0.348,0.003130446261223951782920909973387769137701888950432
0.0125,0.0125,0.5,0.5,0.35,0.003130527445519653942757471401361161022287935975089
0.0125,0.0125,0.5,0.5,0.352,0.00313060770732207583999799186263858683432973736803
0.0125,0.0125,0.5,0.5,0.354,0.003130687062265452488115957019288797961806113878743
0.0125,0.0125,0.5,0.5,0.356,0.003130765525632722432300926147389179327503534879374
0.0125,0.0125,0.5,0.5,0.358,0.003130843112365339348161933285536168358442666591908
0.0125,0.0125,0.5,0.5,0.36,0.003130919837072756631555535058741925732721408859283
0.0125,0.0125,0.5,0.5,0.362,0.003130995714041597624344000613055917360867990639264
0.0125,0.0125,0.5,0.5,0.364,0.003131070757244523565168967133585880967263737724355
0.0125,0.0125,0.5,0.5,0.366,0.003131144980348810825931040138337563032043495910427
0.0125,0.0125,0.5,0.5,0.368,0.003131218396724648492111535646717276726012489299232
0.0125,0.0125,0.5,0.5,0.37,0.003131291019453166866962339545862110307820784952418
0.0125,0.0125,0.5,0.5,0.372,0.003131362861334207024609766718183476611722438783735
0.0125,0.0125,0.5,0.5,0.374,0.003131433934893841104031680626969774903397406182955
0.0125,0.0125,0.5,0.5,0.376,0.003131504252391652623509666968566509110191774647544
0.0125,0.0125,0.5,0.5,0.378,0.003131573825827785702433176506419688330943203421414
0.0125,0.0125,0.5,0.5,0.38,0.003131642666949771703207168093821678077961771035258
0.0125,0.0125,0.5,0.5,0.382,0.003131710787259141449515284070384620245138287403226
0.0125,0.0125,0.5,0.5,0.384,0.003131778198017830837399135713498808029118008354602
0.0125,0.0125,0.5,0.5,0.386,0.003131844910254387331665326725180445431733375743967
0.0125,0.0125,0.5,0.5,0.388,0.003131910934769984531208925346728397038372571965323
0.0125,0.0125,0.5,0.5,0.39,0.003131976282144251692174786302926742834627569067925
0.0125,0.0125,0.5,0.5,0.392,0.003132040962740924816739227575669629702406245469296
0.0125,0.0125,0.5,0.5,0.394,0.00313210498671332564699748598557869551870849133512
0.0125,0.0125,0.5,0.5,0.396,0.00313216836400967464733864861951965834721259504328
0.0125,0.0125,0.5,0.5,0.398,0.003132231104378243814166760858626758522842985150109
0.0125,0.0125,0.5,0.5,0.4,0.003132293217372354918305610573773996317617718434393
0.0125,0.0125,0.5,0.5,0.402,0.003132354712355228562358023460070549294913695658283
0.0125,0.0125,0.5,0.5,0.404,0.003132415598504689222160913610630732684286617516716
0.0125,0.0125,0.5,0.5,0.406,0.003132475884817731237795388085067063457833926212103
0.0125,0.0125,0.5,0.5,0.408,0.003132535580114950524913862113048899448033706998549
0.0125,0.0125,0.5,0.5,0.41,0.003132594693044846590995202055530533631315147712544
0.0125,0.0125,0.5,0.5,0.412,0.003132653232087999263119570553143787426317212874037
0.0125,0.0125,0.5,0.5,0.414,0.003132711205561124363574135547902988823695213504498
0.0125,0.0125,0.5,0.5,0.416,0.003132768621621012406687122862166851209989827562671
0.0125,0.0125,0.5,0.5,0.418,0.003132825488268354234388417039402959559309549168678
0.0125,0.0125,0.5,0.5,0.42,0.003132881813351457358776080577092590086571312866801
0.0125,0.0125,0.5,0.5,0.422,0.003132937604569856637113208498347233196104408882277
0.0125,0.0125,0.5,0.5,0.424,0.003132992869477822767888326848949765545059051977387
0.0125,0.0125,0.5,0.5,0.426,0.003133047615487771965560441012590321315357919764107
0.0125,0.0125,0.5,0.5,0.428,0.003133101849873580046106832102957228843239974502114
0.0125,0.0125,0.5,0.5,0.43,0.003133155579773804035241588731634700708622506555
0.0125,0.0125,0.5,0.5,0.432,0.003133208812194814295932493791057815923185864595216
0.0125,0.0125,0.5,0.5,0.434,0.003133261554013840061382431912270696217281358814065
0.0125,0.0125,0.5,0.5,0.436,0.003133313811981931153739758838871059109439698460894
0.0125,0.0125,0.5,0.5,0.438,0.003133365592726838567251902483332216823308730640964
0.0125,0.0125,0.5,0.5,0.44,0.003133416902755816497180077476343015198848834017959
0.0125,0.0125,0.5,0.5,0.442,0.00313346774845834830236246335387586897545695405475
0.0125,0.0125,0.5,0.5,0.444,0.003133518136108798799669904192588214862011163254742
0.0125,0.0125,0.5,0.5,0.446,0.003133568071868995202572326898337700199797513710404
0.0125,0.0125,0.5,0.5,0.448,0.003133617561790738933464176373739141954214410948016
0.0125,0.0125,0.5,0.5,0.45,0.003133666611818250460129651245492648789019181701241
0.0125,0.0125,0.5,0.5,0.452,0.003133715227790549230617290410628355500684483045832
0.0125,0.0125,0.5,0.5,0.454,0.003133763415443770707699483904236627147065754062231
0.0125,0.0125,0.5,0.5,0.456,0.003133811180413422433883443380543874948375692034814
0.0125,0.0125,0.5,0.5,0.458,0.003133858528236580990490104686092469268201025377405
0.0125,0.0125,0.5,0.5,0.46,0.003133905464354031649506407898936510656231003445082
0.0125,0.0125,0.5,0.5,0.462,0.003133951994112352454630179722163545255266286476527
0.0125,0.0125,0.5,0.5,0.464,0.003133998122765944408056615434428718487330246411829
0.0125,0.0125,0.5,0.5,0.466,0.003134043855479009381997445309389039369131363745258
0.0125,0.0125,0.5,0.5,0.468,0.003134089197327477318579469162742686345982039965211
0.0125,0.0125,0.5,0.5,0.47,0.00313413415330088422854407236142214055044962440732
0.0125,0.0125,0.5,0.5,0.472,0.003134178728304202447973806277921837841243230708546
0.0125,0.0125,0.5,0.5,0.474,0.00313422292715962456302050178654851613959304518186
0.0125,0.0125,0.5,0.5,0.476,0.003134266754608302365220018851881880305813556439699
0.0125,0.0125,0.5,0.5,0.478,0.003134310215312042154373709665569019876925628516421
0.0125,0.0125,0.5,0.5,0.48,0.003134353313854957662081648611697785804351590307165
0.0125,0.0125,0.5,0.5,0.482,0.003134396054745081826756713650958369308018150579125
0.0125,0.0125,0.5,0.5,0.484,0.003134438442415938610263968974267802633497429731383
0.0125,0.0125,0.5,0.5,0.486,0.003134480481228076007151841641996645945520805602885
0.0125,0.0125,0.5,0.5,0.488,0.003134522175470561359708563513559603368887250781909
0.0125,0.0125,0.5,0.5,0.49,0.003134563529362440055730293936085844228355342284166
0.0125,0.0125,0.5,0.5,0.492,0.00313460454705415865086991479822769157529899254099
0.0125,0.0125,0.5,0.5,0.494,0.003134645232628953423693872535835959667411676816598
0.0125,0.0125,0.5,0.5,0.496,0.003134685590104205339057193480628243263829901708253
0.0125,0.0125,0.5,0.5,0.498,0.00313472562343276236406475363578145095502487674833
0.016666666666666666,0.016666666666666666,0.5,0.5,0.002,0.00154828186368629275139050467363468241846672395514
0.016666666666666666,0.016666666666666666,0.5,0.5,0.004,0.002400463517936715267349834847615326781112815645686
0.016666666666666666,0.016666666666666666,0.5,0.5,0.006,0.002876783371165082598606311279607725252690078940492
0.016666666666666666,0.016666666666666666,0.5,0.5,0.008,0.003165413717839213479857081915540069075172276167662
0.016666666666666666,0.016666666666666666,0.5,0.5,0.01,0.003354832260323707938882781241085702748176257394379
0.016666666666666666,0.016666666666666666,0.5,0.5,0.012,0.00348735330226155435829537342711106099167063220164
0.016666666666666666,0.016666666666666666,0.5,0.5,0.014,0.003584768533526398893792478383829784321626323612713
0.016666666666666666,0.016666666666666666,0.5,0.5,0.016,0.003659186287451420220433184941720557875392738506573
0.016666666666666666,0.016666666666666666,0.5,0.5,0.018,0.00371779254039259231990793185520392605072751796557
0.016666666666666666,0.016666666666666666,0.5,0.5,0.02,0.003765092882921144261491148250214302726412227907464
0.016666666666666666,0.016666666666666666,0.5,0.5,0.022,0.003804044179287821166810090305263590956076622912362
0.016666666666666666,0.016666666666666666,0.5,0.5,0.024,0.00383666229608626001704508212574541459061780463824
0.016666666666666666,0.016666666666666666,0.5,0.5,0.026,0.00386436644944584274035215032505555577661012188837
0.016666666666666666,0.016666666666666666,0.5,0.5,0.028,0.003888183529179746260735360066524718497934332222986
0.016666666666666666,0.016666666666666666,0.5,0.5,0.03,0.003908874257680672865967049539709670996014301865352
0.016666666666666666,0.016666666666666666,0.5,0.5,0.032,0.003927013819275396004975672944552295316855417432462
0.016666666666666666,0.016666666666666666,0.5,0.5,0.034,0.003943044965753709280306383123683337963183809971574
0.016666666666666666,0.016666666666666666,0.5,0.5,0.036,0.003957313931053548055783471658460333103378482736673
0.016666666666666666,0.016666666666666666,0.5,0.5,0.038,0.003970095294838924519542766115366684798795681572882
0.016666666666666666,0.016666666666666666,0.5,0.5,0.04,0.003981609557566510769050532924554122239063279554208
0.016666666666666666,0.016666666666666666,0.5,0.5,0.042,0.003992035797291362935799687837190346496424159110904
0.016666666666666666,0.016666666666666666,0.5,0.5,0.044,0.004001520938714571696243102621034118296417649794268
0.016666666666666666,0.016666666666666666,0.5,0.5,0.046,0.004010186644994599242748540627904027577701253517485
0.016666666666666666,0.016666666666666666,0.5,0.5,0.048,0.00401813451311081992795357436691602609049094714748
0.016666666666666666,0.016666666666666666,0.5,0.5,0.05,0.004025450039909544383229284760049960547474765984784
0.016666666666666666,0.016666666666666666,0.5,0.5,0.052,0.004032205684765745044635513251227465100905101494933
0.016666666666666666,0.016666666666666666,0.5,0.5,0.054,0.004038463259787601948705069866910546422937402243574
0.016666666666666666,0.016666666666666666,0.5,0.5,0.056,0.004044275813499675980314277682000755514200101877293
0.016666666666666666,0.016666666666666666,0.5,0.5,0.058,0.004049689128799666727870555865438001668406898520395
0.016666666666666666,0.016666666666666666,0.5,0.5,0.06,0.004054742924186353173125027611922569398952548904249
0.016666666666666666,0.016666666666666666,0.5,0.5,0.062,0.004059471824564450550478591476125433005492321922728
0.016666666666666666,0.016666666666666666,0.5,0.5,0.064,0.004063906151541123746838490170135391779749830727133
0.016666666666666666,0.016666666666666666,0.5,0.5,0.066,0.00406807257115500728421169989567933249678991050287
0.016666666666666666,0.016666666666666666,0.5,0.5,0.068,0.004071994628138936840300513470823328473376951944483
0.016666666666666666,0.016666666666666666,0.5,0.5,0.07,0.004075693189227229549459105786396935274515850570871
0.016666666666666666,0.016666666666666666,0.5,0.5,0.072,0.00407918681305936553594032759805135362794378691656
0.016666666666666666,0.016666666666666666,0.5,0.5,0.074,0.004082492060467994925504471855682969104212524506271
0.016666666666666666,0.016666666666666666,0.5,0.5,0.076,0.004085623756058921199809225182565004764906919996075
0.016666666666666666,0.016666666666666666,0.5,0.5,0.078,0.004088595209769616406500581175142366845295199067787
0.016666666666666666,0.016666666666666666,0.5,0.5,0.08,0.004091418405367558346566665785244881375966080525332
0.016666666666666666,0.016666666666666666,0.5,0.5,0.082,0.004094104161500316378944012356164809985882139911538
0.016666666666666666,0.016666666666666666,0.5,0.5,0.084,0.004096662269847057198157789484282036921914720632483
0.016666666666666666,0.016666666666666666,0.5,0.5,0.086,0.004099101614079726634900357817360798844182263499629
0.016666666666666666,0.016666666666666666,0.5,0.5,0.088,0.004101430272671755799401248132765720500026724493305
0.016666666666666666,0.016666666666666666,0.5,0.5,0.09,0.004103655608054996687171487122720009899507658589985
0.016666666666666666,0.016666666666666666,0.5,0.5,0.092,0.004105784344192931238464225498568482990366550284065
0.016666666666666666,0.016666666666666666,0.5,0.5,0.094,0.004107822634287926394404444874980467657142581837453
0.016666666666666666,0.016666666666666666,0.5,0.5,0.096,0.004109776120055363152121930581202393573027749969533
0.016666666666666666,0.016666666666666666,0.5,0.5,0.098,0.00411164998376459359265473894856439141887318171346
0.016666666666666666,0.016666666666666666,0.5,0.5,0.1,0.004113448994055518822889984100184841639962384136127
0.016666666666666666,0.016666666666666666,0.5,0.5,0.102,0.004115177546381996326792575174421787541087946927338
0.016666666666666666,0.016666666666666666,0.5,0.5,0.104,0.00411683969880285260551099643462503540981521084089
0.016666666666666666,0.016666666666666666,0.5,0.5,0.106,0.004118439203732897810653885141572146318217417304646
0.016666666666666666,0.016666666666666666,0.5,0.5,0.108,0.004119979536175948217006895559921407287232272794689
0.016666666666666666,0.016666666666666666,0.5,0.5,0.11,0.004121463918886203756290268674359289960213291979405
0.016666666666666666,0.016666666666666666,0.5,0.5,0.112,0.004122895344840781928922689481524070462895317803049
0.016666666666666666,0.016666666666666666,0.5,0.5,0.114,0.004124276597352659936142574120023155110467976726169
0.016666666666666666,0.016666666666666666,0.5,0.5,0.116,0.00412561026810800714807200663232570020313908986451
0.016666666666666666,0.016666666666666666,0.5,0.5,0.118,0.004126898773373502069995510588267404221883416934904
0.016666666666666666,0.016666666666666666,0.5,0.5,0.12,0.004128144368586579065672758650350447851662699152865
0.016666666666666666,0.016666666666666666,0.5,0.5,0.122,0.004129349161513702773278758918211019931103074583543
0.016666666666666666,0.016666666666666666,0.5,0.5,0.124,0.004130515124137950629733088353780832621650072206751
0.016666666666666666,0.016666666666666666,0.5,0.5,0.126,0.004131644103416758685192176378598719985919873822949
0.016666666666666666,0.016666666666666666,0.5,0.5,0.128,0.004132737831033124607440767602655408465348742822792
0.016666666666666666,0.016666666666666666,0.5,0.5,0.13,0.004133797932248425214531239412252309305059811625674
0.016666666666666666,0.016666666666666666,0.5,0.5,0.132,0.004134825933951927763187073012030279919930531496548
0.016666666666666666,0.016666666666666666,0.5,0.5,0.134,0.004135823271990748229803990432994999557966264502265
0.016666666666666666,0.016666666666666666,0.5,0.5,0.136,0.004136791297854179018257431476052844732729430572951
0.016666666666666666,0.016666666666666666,0.5,0.5,0.138,0.004137731284777756817891461593299321729725581330043
0.016666666666666666,0.016666666666666666,0.5,0.5,0.14,0.004138644433324986477700063405915740880708584700084
0.016666666666666666,0.016666666666666666,0.5,0.5,0.142,0.004139531876498124673859094190309608651934126224069
0.016666666666666666,0.016666666666666666,0.5,0.5,0.144,0.004140394684423727217847089278719356603110286028024
0.016666666666666666,0.016666666666666666,0.5,0.5,0.146,0.004141233868653665099617801051905843913858516794025
0.016666666666666666,0.016666666666666666,0.5,0.5,0.148,0.004142050386117922256895776916713134372855237992982
0.016666666666666666,0.016666666666666666,0.5,0.5,0.15,0.004142845142761621908613918525316723317903433140489
0.016666666666666666,0.016666666666666666,0.5,0.5,0.152,0.004143618996895319039905664548071839937694069571107
0.016666666666666666,0.016666666666666666,0.5,0.5,0.154,0.00414437276228458507018545006329501511639079813499
0.016666666666666666,0.016666666666666666,0.5,0.5,0.156,0.004145107211002245997166736012317069891875572390678
0.016666666666666666,0.016666666666666666,0.5,0.5,0.158,0.004145823076064273578647326444615241400978165561404
0.016666666666666666,0.016666666666666666,0.5,0.5,0.16,0.004146521053868232591389610384243234309294895678576
0.016666666666666666,0.016666666666666666,0.5,0.5,0.162,0.004147201806451323215358438914137168521209871470203
0.016666666666666666,0.016666666666666666,0.5,0.5,0.164,0.004147865963583397829099865627971454872761357805706
0.016666666666666666,0.016666666666666666,0.5,0.5,0.166,0.004148514124708851408533423671828438286371759898561
0.016666666666666666,0.016666666666666666,0.5,0.5,0.168,0.00414914686074996294693510290730222652015317438898
0.016666666666666666,0.016666666666666666,0.5,0.5,0.17,0.004149764715783083265959294877617238331747999541885
0.016666666666666666,0.016666666666666666,0.5,0.5,0.172,0.004150368208598006047279713493542807514897848482166
0.016666666666666666,0.016666666666666666,0.5,0.5,0.174,0.004150957834149909709741806172606494510237692193619
0.016666666666666666,0.016666666666666666,0.5,0.5,0.176,0.0041515340649124054840028303248893554523924582611
0.016666666666666666,0.016666666666666666,0.5,0.5,0.178,0.004152097352139460821997333218187498872350280691492
0.016666666666666666,0.016666666666666666,0.5,0.5,0.18,0.004152648127043277575374623853820964977680445321933
0.016666666666666666,0.016666666666666666,0.5,0.5,0.182,0.004153186801894582790523955755584960566807707173123
0.016666666666666666,0.016666666666666666,0.5,0.5,0.184,0.004153713771051229105195897152437090489368442428076
0.016666666666666666,0.016666666666666666,0.5,0.5,0.186,0.004154229411920495073291578314279863076012048282007
0.016666666666666666,0.016666666666666666,0.5,0.5,0.188,0.004154734085860017532104630022874861227300393219111
0.016666666666666666,0.016666666666666666,0.5,0.5,0.19,0.004155228139021873267820614470841126533802743498603
0.016666666666666666,0.016666666666666666,0.5,0.5,0.192,0.004155711903143951220668912510622391180082817441938
0.016666666666666666,0.016666666666666666,0.5,0.5,0.194,0.004156185696292415301694487921879844977628200616317
0.016666666666666666,0.016666666666666666,0.5,0.5,0.196,0.004156649823558748017803959919925423390846385582906
0.016666666666666666,0.016666666666666666,0.5,0.5,0.198,0.00415710457771458336364954179864098521490513927143
0.016666666666666666,0.016666666666666666,0.5,0.5,0.2,0.004157550239827281027923812094822468666552726303634
0.016666666666666666,0.016666666666666666,0.5,0.5,0.202,0.00415798707983896037325803116465806362048180978208
0.016666666666666666,0.016666666666666666,0.5,0.5,0.204,0.004158415357111499648384862013931695332843206130672
0.016666666666666666,0.016666666666666666,0.5,0.5,0.206,0.004158835320939811482129574391428266986596224935073
0.016666666666666666,0.016666666666666666,0.5,0.5,0.208,0.004159247211035528105604431699649896088918575102453
0.016666666666666666,0.016666666666666666,0.5,0.5,0.21,0.004159651257983067352989079156019417514340955428431
0.016666666666666666,0.016666666666666666,0.5,0.5,0.212,0.004160047683669901869472744059072727273749474444738
0.016666666666666666,0.016666666666666666,0.5,0.5,0.214,0.004160436701692717821438427409401063811067905689842
0.016666666666666666,0.016666666666666666,0.5,0.5,0.216,0.004160818517741024603723184633146100523343082178615
0.016666666666666666,0.016666666666666666,0.5,0.5,0.218,0.004161193329959662533159063315433344467746559445511
0.016666666666666666,0.016666666666666666,0.5,0.5,0.22,0.004161561329291550371696750432893833432142601223748
0.016666666666666666,0.016666666666666666,0.5,0.5,0.222,0.004161922699801917893890727989354984133414400578914
0.016666666666666666,0.016666666666666666,0.5,0.5,0.224,0.004162277618985179842671590043325152822882125092365
0.016666666666666666,0.016666666666666666,0.5,0.5,0.226,0.004162626258055525818312232323553831761131333664798
0.016666666666666666,0.016666666666666666,0.5,0.5,0.228,0.004162968782222225298580181284846237232741295910039
0.016666666666666666,0.016666666666666666,0.5,0.5,0.23,0.004163305350950577532744744070598112361868847884507
0.016666666666666666,0.016666666666666666,0.5,0.5,0.232,0.004163636118209371980958463658650859937650787918173
0.016666666666666666,0.016666666666666666,0.5,0.5,0.234,0.004163961232705665823798414515458691807711841676481
0.016666666666666666,0.016666666666666666,0.5,0.5,0.236,0.004164280838107630427491126070063859013473547165069
0.016666666666666666,0.016666666666666666,0.5,0.5,0.238,0.004164595073256168140115444543810534287122834381562
0.016666666666666666,0.016666666666666666,0.5,0.5,0.24,0.004164904072365954069097358806241628622169521851418
0.016666666666666666,0.016666666666666666,0.5,0.5,0.242,0.004165207965216514238020000334535142138894607496863
0.016666666666666666,0.016666666666666666,0.5,0.5,0.244,0.004165506877333911456766283521254732954221937797841
0.016666666666666666,0.016666666666666666,0.5,0.5,0.246,0.004165800930163573104297789736338283973621457471325
0.016666666666666666,0.016666666666666666,0.5,0.5,0.248,0.004166090241234760581912798470724649771880198705125
0.016666666666666666,0.016666666666666666,0.5,0.5,0.25,0.004166374924317148231333085009893380899348300538889
0.016666666666666666,0.016666666666666666,0.5,0.5,0.252,0.004166655089569949829935866128433677568901477144506
0.016666666666666666,0.016666666666666666,0.5,0.5,0.254,0.004166930843684003195372413380534659140532090420517
0.016666666666666666,0.016666666666666666,0.5,0.5,0.256,0.004167202290017197789609580528283849759268659546117
0.016666666666666666,0.016666666666666666,0.5,0.5,0.258,0.004167469528723606357986444686855726085892344634276
0.016666666666666666,0.016666666666666666,0.5,0.5,0.26,0.004167732656876659434778150775159115805931602732812
0.016666666666666666,0.016666666666666666,0.5,0.5,0.262,0.004167991768586680867115139239789916621215340011176
0.016666666666666666,0.016666666666666666,0.5,0.5,0.264,0.004168246955113083238512807817870213183811672736724
0.016666666666666666,0.016666666666666666,0.5,0.5,0.266,0.004168498304971504105856237419907945798905983919057
0.016666666666666666,0.016666666666666666,0.5,0.5,0.268,0.004168745904036147202272800617266628975839619462361
0.016666666666666666,0.016666666666666666,0.5,0.5,0.27,0.004168989835637577113640869773443509736513230798909
0.016666666666666666,0.016666666666666666,0.5,0.5,0.272,0.00416923018065620132646913989431043228297126975105
0.016666666666666666,0.016666666666666666,0.5,0.5,0.274,0.004169467017611659894065583647893503568977857441374
0.016666666666666666,0.016666666666666666,0.5,0.5,0.276,0.004169700422748330206836646205983290924810407991278
0.016666666666666666,0.016666666666666666,0.5,0.5,0.278,0.004169930470117142417247845711364716484977512610461
0.016666666666666666,0.016666666666666666,0.5,0.5,0.28,0.00417015723165388990149088022124725531565619178075
0.016666666666666666,0.016666666666666666,0.5,0.5,0.282,0.00417038077725420868388946494873026617979610729998
0.016666666666666666,0.016666666666666666,0.5,0.5,0.284,0.004170601174845389956393592603116772534031155766923
0.016666666666666666,0.016666666666666666,0.5,0.5,0.286,0.004170818490455180647871424492503663198526377651439
0.016666666666666666,0.016666666666666666,0.5,0.5,0.288,0.004171032788277718393554842793325213196086639429211
0.016666666666666666,0.016666666666666666,0.5,0.5,0.29,0.00417124413073673918441542477074994252165214877279
0.016666666666666666,0.016666666666666666,0.5,0.5,0.292,0.004171452578546188402903951132326499972857640892542
0.016666666666666666,0.016666666666666666,0.5,0.5,0.294,0.004171658190768358841572661972577157899593824800913
0.016666666666666666,0.016666666666666666,0.5,0.5,0.296,0.004171861024869672623320473439107838327908134858213
0.016666666666666666,0.016666666666666666,0.5,0.5,0.298,0.004172061136774217667371341031923398026574041208492
0.016666666666666666,0.016666666666666666,0.5,0.5,0.3,0.004172258580915143446753310944782443713364356404372
