"sf","sm","hf","hm","r","Xm","Xf","Y"
0.05,0.05,0.5,0.5,0.352,0.50371380373141094897218673903804071012571941866529,0.4908975398739927721269932866714688477310798562131,0.50910246012600722787300671332853115226892014378725
0.05,0.05,0.5,0.5,0.354,0.50376524411563931612650720766930056836332717029245,0.4909489324143285670035884431026428645112327637201,0.50905106758567143299641155689735713548876723627992
0.05,0.05,0.5,0.5,0.356,0.50381610681638138235936894193617850839006237802006,0.4909997480745722114165826841127865368158906178772,0.50900025192542778858341731588721346318410938212278
0.05,0.05,0.5,0.5,0.358,0.50386640150741359731228213279973644756798225625159,0.4910499965106166728882358037043137787778188512695,0.50895000348938332711176419629568622122218114873054
0.05,0.05,0.5,0.5,0.36,0.5039161376477858387074508665292257612578155070949,0.4910996871641230938467025760699414516867829384207,0.50890031283587690615329742393005854831321706157931
0.05,0.05,0.5,0.5,0.362,0.50396532448774447118919534721397806728711831257179,0.4911488292684275196669746713973703855198251951523,0.50885117073157248033302532860262961448017480484774
0.05,0.05,0.5,0.5,0.364,0.50401397107446048202386791547221275393383582061946,0.4911974318542533288950265011574281711977284635538,0.50880256814574667110497349884257182880227153644618
0.05,0.05,0.5,0.5,0.366,0.5040620862575701344392905193331296637470009254951,0.4912455037552367792256669841958412419245669709157,0.50875449624476322077433301580415875807543302908426
0.05,0.05,0.5,0.5,0.368,0.50410967869453525663086143183565159653508413518908,0.4912930536132727613752935766193822107307539508706,0.50870694638672723862470642338061778926924604912941
0.05,0.05,0.5,0.5,0.37,0.5041567568558299773678063686171348077822888307723,0.4913400898836875471504033987143024837868982692245,0.5086599101163124528495966012856975162131017307756
0.05,0.05,0.5,0.5,0.372,0.50420332902996042686009270461904100236427143968082,0.4913866208402450269260395397150799131879683613098,0.5086133791597549730739604602849200868120316386902
0.05,0.05,0.5,0.5,0.374,0.50424940332832364330401815483204594203221018440692,0.491432654579992654628995655580552536225382692728,0.50856734542000734537100434441944746377461730727202
0.05,0.05,0.5,0.5,0.376,0.50429498768991166056825292523145398920170774088988,0.4914781990279530544280695927947341484093100379169,0.5085218009720469455719304072052658515906899620831
0.05,0.05,0.5,0.5,0.378,0.50434008988586650011115924778082245405821017503377,0.4915232619416669919703920941780811444175582518872,0.50847673805833300802960790582191885558244174811283
0.05,0.05,0.5,0.5,0.38,0.5043847175238915497739954373100027285626519209239,0.4915678509155931735115472359423024450718232289925,0.50843214908440682648845276405769755492817677100751
0.05,0.05,0.5,0.5,0.382,0.50442887805252458295051957513847151421819163545722,0.491611973385370108048258380419561526101909781331,0.50838802661462989195174161958043847389809021866898
0.05,0.05,0.5,0.5,0.384,0.50447257876527745320448996734068989811128661530984,0.4916556366319450499916231952599069065087936281533,0.50834436336805495000837680474009309349120637184671
0.05,0.05,0.5,0.5,0.386,0.50451582680464729113892397246682859264170591584114,0.4916988477855748324652132859065650870556876547038,0.50830115221442516753478671409343491294431234529621
0.05,0.05,0.5,0.5,0.388,0.50455862916600383169233421854891473942340765608738,0.4917416138297032034559162707447196749575948259287,0.50825838617029679654408372925528032504240517407133
0.05,0.05,0.5,0.5,0.39,0.50460099270135731055450434059251958524389718191982,0.491783941604719088295527963227643597778755032286,0.50821605839528091170447203677235640222124496771396
0.05,0.05,0.5,0.5,0.392,0.50464292412301118759227681100834571638196921663327,0.4918258378116000218445830792106589500317443369133,0.50817416218839997815541692078934104996825566308675
0.05,0.05,0.5,0.5,0.394,0.5046844300071037826147985143439579555405417153875,0.4918673090154448218493081348195174382976706330078,0.50813269098455517815069186518048256170232936699218
0.05,0.05,0.5,0.5,0.396,0.50472551679704274407254875521959590738450953117886,0.4919083616488994108346767890075412544785795698992,0.50809163835110058916532321099245874552142043010079
0.05,0.05,0.5,0.5,0.398,0.50476619080683611398298700381658548613539529518001,0.4919490020154795371909003313909028950415620013851,0.50805099798452046280909966860909710495843799861489
0.05,0.05,0.5,0.5,0.4,0.50480645822432360213704690540248749073803547677947,0.4919892362927939964382551576625208487699408720342,0.50801076370720600356174484233747915123005912796579
0.05,0.05,0.5,0.5,0.402,0.50484632511431153911444670363303032062602331590014,0.492029070535671810667028447971989604233514283059,0.50797092946432818933297155202801039576648571694102
0.05,0.05,0.5,0.5,0.404,0.50488579742161484049039831831809737150044842491386,0.4920685106791966875155871455875042670447265829321,0.50793148932080331248441285441249573295527341706795
0.05,0.05,0.5,0.5,0.406,0.50492488097400918353820622675296336853787893203372,0.4921075625416519494580028417420458837533991473819,0.50789243745834805054199715825795411624660085261814
0.05,0.05,0.5,0.5,0.408,0.50496358148509647242474493996119249426363392545125,0.4921462318273789993279352215803916230005792318809,0.50785376817262100067206477841960837699942076811907
0.05,0.05,0.5,0.5,0.41,0.50500190455708654807806142913545541402152905950464,0.492184524129552268628029016975850915591360844524,0.50781547587044773137197098302414908440863915547599
0.05,0.05,0.5,0.5,0.412,0.50503985568349798431249443012492444417024187283844,0.4922224449328734809992369905479561046755526653728,0.50777755506712651900076300945204389532444733462723
0.05,0.05,0.5,0.5,0.414,0.50507744025178070217495649718131261880554263847615,0.4922599996161879540015907055162917396256971974449,0.50774000038381204599840929448370826037430280255511
0.05,0.05,0.5,0.5,0.416,0.50511466354586302958788887947913903795192105967332,0.4922971934550255578495649405434653042892755125402,0.50770280654497444215043505945653469571072448745983
0.05,0.05,0.5,0.5,0.418,0.50515153074862573298389669747314343912089597333079,0.4923340316240688497263442001887746441653333730197,0.50766596837593115027365579981122535583466662698035
0.05,0.05,0.5,0.5,0.42,0.50518804694430545154003296211726160121077178310986,0.4923705191995508065587750557099094099841591424855,0.5076294808004491934412249442900905900158408575145
0.05,0.05,0.5,0.5,0.422,0.50522421712082987262309298527812451729836950715738,0.4924066611615844874664346144213306434616722279689,0.50759333883841551253356538557866935653832777203108
0.05,0.05,0.5,0.5,0.424,0.50526004617208689895858301070672289419912441538205,0.4924424623964268693123807317432142324725223916925,0.50755753760357313068761926825678576752747760830754
0.05,0.05,0.5,0.5,0.426,0.50529553890012997365263435506530466480463311515151,0.4924779276986790146979625638276922374934188705234,0.50752207230132098530203743617230776250658112947658
0.05,0.05,0.5,0.5,0.428,0.50533070001732164835480673410054355943813493484365,0.4925130617734246511870691936790118547217205971297,0.50748693822657534881293080632098814527827940287029
0.05,0.05,0.5,0.5,0.43,0.50536553414841740238606407187360616625131056675673,0.4925478692383091633526887890644358802065131017268,0.50745213076169083664731121093556411979348689827324
0.05,0.05,0.5,0.5,0.432,0.50540004583259164641416783583156164364106209455628,0.4925823546255609252552639617698329070864531668183,0.50741764537443907474473603823016709291354683318171
0.05,0.05,0.5,0.5,0.434,0.50543423952540777309016354588345556007128691693086,0.4926165223839568300405386604844353803379253846056,0.50738347761604316995946133951556461966207461539507
0.05,0.05,0.5,0.5,0.436,0.50546811960073404882384084275605354199913467907863,0.4926503768807338053442999425321860994635286571524,0.50734962311926619465570005746781390053647134284761
0.05,0.05,0.5,0.5,0.438,0.50550169035260707543938250516596077032220799966116,0.4926839224034480379795445410027117415928085110889,0.50731607759655196202045545899728825840719148891111
0.05,0.05,0.5,0.5,0.44,0.50553495599704448768790643238851821160445581097769,0.4927171631617835688317020626466865636783476171346,0.50728283683821643116829793735331343632165238286539
0.05,0.05,0.5,0.5,0.442,0.5055679206738084923805762975979505252192183198319,0.4927501032893118588794579458360019202874761460522,0.50724989671068814112054205416399807971252385394778
0.05,0.05,0.5,0.5,0.444,0.50560058844812179712970680512185984969545516442368,0.4927827468452038696782128799976032864749289118252,0.50721725315479613032178712000239671352507108817484
0.05,0.05,0.5,0.5,0.446,0.50563296331233742123675949330272171546325736748991,0.4928150978158961463816843197669365874193145822878,0.50718490218410385361831568023306341258068541771617
0.05,0.05,0.5,0.5,0.448,0.50566504918756382804160008587190601508943854885129,0.492847160116712338331313022889007556705254357511,0.50715283988328766166868697711099244329474564248901
0.05,0.05,0.5,0.5,0.45,0.50569684992524676694821346490004535763379155443767,0.492878937593441541314733168874943302957760556953,0.50712106240655845868526683112505669704223944304707
0.05,0.05,0.5,0.5,0.452,0.5057283693087091642743840271125467455051177762533,0.492910434023874796690118778326056008038220573945,0.50708956597612520330988122167394399196177942605595
0.05,0.05,0.5,0.5,0.454,0.50575961105465035494732303572560337529004326938745,0.4929416531193010356037707895519566479288685424173,0.50705834688069896439622921044804335207113145758266
0.05,0.05,0.5,0.5,0.456,0.50579057881460590179883672216737565139844017867952,0.4929725985259637114091787352337674133514075501462,0.50702740147403628859082126476623258664859244985379
0.05,0.05,0.5,0.5,0.458,0.505821276176369205721431194280326543219177019709,0.4930032738264793200463567376438382894000276205421,0.50699672617352067995364326235616171059997237945793
0.05,0.05,0.5,0.5,0.46,0.5058517066653760681536581046551487830089712338231,0.493033682541218966483740351601013353560748531163,0.50696631745878103351625964839898664643925146883703
0.05,0.05,0.5,0.5,0.462,0.50588187374605332719559726615179484354249314691447,0.493063828129654095288210771047411741105550534299,0.50693617187034590471178922895258825889444946570103
0.05,0.05,0.5,0.5,0.464,0.50591178082313265004370195431456288798422900944721,0.4930937139916674649022173430904639159062745216738,0.50690628600833253509778265690953608409372547832618
0.05,0.05,0.5,0.5,0.466,0.50594143124293052731164819083147515337604243739173,0.4931233434688304082041108902413482021110619937596,0.50687665653116959179588910975865179788893800624042
0.05,0.05,0.5,0.5,0.468,0.50597082829459547910680659452927337279015522051551,0.4931527198456473863454052815031268660663357562895,0.50684728015435261365459471849687313393366424371045
0.05,0.05,0.5,0.5,0.47,0.50599997521132344839993786780673670049563437731843,0.4931818463507688086364342411287082948913245712291,0.50681815364923119136356575887129170510867542877094
0.05,0.05,0.5,0.5,0.472,0.50602887517154232420096124147080550141895152289382,0.4932107261581730583322508541995433542579374742187,0.50678927384182694166774914580045664574206252578132
0.05,0.05,0.5,0.5,0.474,0.5060575313000665052810946068205480263364710790169,0.4932393623883186324987783406020669348923313850258,0.50676063761168136750122165939793306510766861497422
0.05,0.05,0.5,0.5,0.476,0.50608594666922238460879120673897888931159342450039,0.4932677581092672736628415854657313171331931144907,0.50673224189073272633715841453426868286680688550928
0.05,0.05,0.5,0.5,0.478,0.50611412429994560524358915321019518979524698515908,0.493295916337778941618871542532680712943808130308,0.50670408366222105838112845746731928705619186969197
0.05,0.05,0.5,0.5,0.48,0.50614206716285091011042773167569517322648100274659,0.4933238400403794455321437699177226377973032578841,0.50667615995962055446785623008227736220269674211586
0.05,0.05,0.5,0.5,0.482,0.50616977817927538081152809616137644222902707284137,0.4933515321344015292979223101709305579428587577142,0.50664846786559847070207768982906944205714124228595
0.05,0.05,0.5,0.5,0.484,0.506197260222295834380016000909605354422469056265,0.4933789954890001769444273494555498350187296407425,0.50662100451099982305557265054445016498127035925748
0.05,0.05,0.5,0.5,0.486,0.50622451611772112159747983800396223618188203761444,0.4934062329261428796636866122839383091293622482898,0.50659376707385712033631338771606169087063775171021
0.05,0.05,0.5,0.5,0.488,0.50625154864506004614687974293346921927958310935197,0.4934332472215755817784876649858516604206059775715,0.50656675277842441822151233501414833957939402242854
0.05,0.05,0.5,0.5,0.49,0.50627836053846560041470476478163708523638050622681,0.4934600411057649995680158700191280362121036393471,0.50653995889423500043198412998087196378789636065293
0.05,0.05,0.5,0.5,0.492,0.50630495448765619115576084488130011775952021166002,0.4934866172648179843432222676846073163641320127479,0.50651338273518201565677773231539268363586798725209
0.05,0.05,0.5,0.5,0.494,0.50633133313881450645582013689940795406094028931979,0.4935129783413785794510039580948688995277251134019,0.50648702165862142054899604190513110047227488659815
0.05,0.05,0.5,0.5,0.496,0.50635749909546465443846348086838312464719725920299,0.493539126935503399960911096678472434301628801623,0.50646087306449660003908890332152756569837119837702
0.05,0.05,0.5,0.5,0.498,0.50638345491932818393115419614442717269091728610793,0.4935650656055159436177881087253758339809301551331,0.50643493439448405638221189127462416601906984486686
